"","symbol","date","open","high","low","close","volume","adjusted"
"107","AAPL",2012-06-05,20.045357,20.231071,19.940357,20.10107,388214400,17.212025
"108","AAPL",2012-06-06,20.2775,20.494642,20.196428,20.409286,401455600,17.475939
"109","AAPL",2012-06-07,20.6175,20.61857,20.375,20.418571,379766800,17.483898
"110","AAPL",2012-06-08,20.414286,20.735001,20.321428,20.725714,347516400,17.746891
"111","AAPL",2012-06-11,20.99,21.017857,20.379642,20.39893,591264800,17.467075
"112","AAPL",2012-06-12,20.51643,20.593571,20.239286,20.577143,435380400,17.619675
"113","AAPL",2012-06-13,20.518572,20.66,20.370714,20.434286,293580000,17.497345
"114","AAPL",2012-06-14,20.401428,20.482143,20.259287,20.411785,345573200,17.478085
"115","AAPL",2012-06-15,20.392857,20.522142,20.34107,20.504642,335255200,17.5576
"116","AAPL",2012-06-18,20.39143,20.996071,20.370358,20.920713,440412000,17.913866
"117","AAPL",2012-06-19,20.835714,21.071428,20.825001,20.97893,361404400,17.963715
"118","AAPL",2012-06-20,21.0075,21.044643,20.742857,20.919287,358943200,17.912643
"119","AAPL",2012-06-21,20.908571,21.007856,20.622856,20.631071,326351200,17.665859
"120","AAPL",2012-06-22,20.68,20.7925,20.550714,20.789286,284471600,17.801329
"121","AAPL",2012-06-25,20.617857,20.707144,20.370358,20.384644,304382400,17.454842
"122","AAPL",2012-06-26,20.404642,20.5175,20.261786,20.429644,276536400,17.493374
"123","AAPL",2012-06-27,20.535713,20.597857,20.425714,20.517857,202997200,17.568911
"124","AAPL",2012-06-28,20.416786,20.5,20.200357,20.323214,282836400,17.402243
"125","AAPL",2012-06-29,20.642857,20.857143,20.508928,20.857143,421500800,17.85943
"126","AAPL",2012-07-02,20.883215,21.195356,20.842857,21.161428,400092000,18.119986
"127","AAPL",2012-07-03,21.245714,21.428572,21.214287,21.407499,241712800,18.330687
"128","AAPL",2012-07-05,21.44857,21.940714,21.416071,21.783571,484383200,18.652712
"129","AAPL",2012-07-06,21.681786,21.73,21.485001,21.638571,418930400,18.528543
"130","AAPL",2012-07-09,21.617857,21.924999,21.575357,21.924643,379405600,18.773504
"131","AAPL",2012-07-10,22.070356,22.138214,21.618214,21.721786,511957600,18.599804
"132","AAPL",2012-07-11,21.647142,21.702143,21.329287,21.586786,469322000,18.484211
"133","AAPL",2012-07-12,21.437143,21.5525,21.167143,21.389286,428041600,18.315094
"134","AAPL",2012-07-13,21.53393,21.685356,21.428572,21.606071,311427200,18.500721
"135","AAPL",2012-07-16,21.611429,21.843571,21.607857,21.675358,301260400,18.560057
"136","AAPL",2012-07-17,21.813929,21.839287,21.541071,21.67643,293624800,18.560966
"137","AAPL",2012-07-18,21.663929,21.726429,21.555714,21.652143,252700000,18.540173
"138","AAPL",2012-07-19,21.831429,21.976786,21.642857,21.940001,436861600,18.786661
"139","AAPL",2012-07-20,21.893929,21.944286,21.560715,21.582144,397471200,18.480236
"140","AAPL",2012-07-23,21.228571,21.639286,20.989643,21.565357,487975600,18.465855
"141","AAPL",2012-07-24,21.692142,21.774286,21.375357,21.46143,565132400,18.376863
"142","AAPL",2012-07-25,20.51643,20.742857,20.357143,20.534643,877312800,17.583286
"143","AAPL",2012-07-26,20.705713,20.728571,20.370001,20.531429,406632800,17.580536
"144","AAPL",2012-07-27,20.536072,20.922501,20.413929,20.898571,403936400,17.894905
"145","AAPL",2012-07-30,21.104286,21.408571,20.99357,21.251072,379142400,18.196743
"146","AAPL",2012-07-31,21.543928,21.84643,21.525715,21.812857,462327600,18.677788
"147","AAPL",2012-08-01,21.996786,22.014286,21.535713,21.671785,384501600,18.556988
"148","AAPL",2012-08-02,21.530001,21.810356,21.4375,21.706785,332158400,18.58696
"149","AAPL",2012-08-03,21.915358,22.070715,21.841429,21.989286,344920800,18.828857
"150","AAPL",2012-08-06,22.04607,22.316786,21.973572,22.233929,302103200,19.03834
"151","AAPL",2012-08-07,22.241785,22.321428,22.072857,22.175358,290446800,18.988186
"152","AAPL",2012-08-08,22.121071,22.281429,22.039286,22.137857,244706000,18.956076
"153","AAPL",2012-08-09,22.066071,22.204643,22.064285,22.168928,221642400,19.06418
"154","AAPL",2012-08-10,22.096786,22.205713,22.09643,22.203571,194938800,19.093971
"155","AAPL",2012-08-13,22.263929,22.5,22.258928,22.5,278832400,19.348888
"156","AAPL",2012-08-14,22.566786,22.807501,22.5075,22.560356,340169200,19.400793
"157","AAPL",2012-08-15,22.546429,22.642857,22.419643,22.529642,257342400,19.37438
"158","AAPL",2012-08-16,22.543215,22.741428,22.517857,22.726429,254534000,19.5436
"159","AAPL",2012-08-17,22.857143,23.149643,22.814644,23.146786,442761200,19.90509
"160","AAPL",2012-08-20,23.214643,23.755358,23.210714,23.755358,613384800,20.428423
"161","AAPL",2012-08-21,23.957857,24.102858,23.22607,23.430714,812719600,20.149246
"162","AAPL",2012-08-22,23.372143,23.892857,23.146786,23.888214,565322800,20.542685
"163","AAPL",2012-08-23,23.789642,23.924999,23.612499,23.665358,420128800,20.351038
"164","AAPL",2012-08-24,23.553928,23.91,23.4125,23.686428,437340400,20.369158
"165","AAPL",2012-08-27,24.285357,24.316786,24.055,24.13143,427008400,20.751842
"166","AAPL",2012-08-28,24.106428,24.146429,23.952499,24.1,267416800,20.724813
"167","AAPL",2012-08-29,24.116072,24.202499,24.021429,24.0525,202806800,20.683958
"168","AAPL",2012-08-30,23.951429,23.983929,23.673214,23.709642,302699600,20.389114
"169","AAPL",2012-08-31,23.830357,23.878571,23.473213,23.758572,338321200,20.431196
"170","AAPL",2012-09-04,23.777143,24.112143,23.732143,24.106071,367892000,20.730028
"171","AAPL",2012-09-05,24.127501,24.155357,23.914286,23.936787,336375200,20.584457
"172","AAPL",2012-09-06,24.041786,24.224644,23.957144,24.1525,391196400,20.76996
"173","AAPL",2012-09-07,24.21607,24.374287,24.134644,24.30143,329666400,20.898027
"174","AAPL",2012-09-10,24.301786,24.403214,23.646429,23.669287,487998000,20.354412
"175","AAPL",2012-09-11,23.753929,23.932142,23.446428,23.592501,503983200,20.288387
"176","AAPL",2012-09-12,23.816071,23.924999,23.428572,23.92107,712233200,20.570938
"177","AAPL",2012-09-13,24.191786,24.482143,24.098928,24.392143,598360000,20.976038
"178","AAPL",2012-09-14,24.64143,24.892143,24.567499,24.688572,600474000,21.230949
"179","AAPL",2012-09-17,24.976786,24.992857,24.807501,24.992144,398031200,21.492004
"180","AAPL",2012-09-18,24.995714,25.083214,24.872143,25.068214,373503200,21.557426
"181","AAPL",2012-09-19,25.009287,25.1425,24.984644,25.075001,326874800,21.563257
"182","AAPL",2012-09-20,24.969999,25.002144,24.772142,24.953571,336568400,21.458839
"183","AAPL",2012-09-21,25.086071,25.18107,24.977142,25.003214,571589200,21.501528
"184","AAPL",2012-09-24,24.530714,24.825714,24.392857,24.67107,639766400,21.215902
"185","AAPL",2012-09-25,24.580713,24.742144,24.035713,24.055,518789600,20.686111
"186","AAPL",2012-09-26,23.883572,24.024643,23.614286,23.75643,576503200,20.429358
"187","AAPL",2012-09-27,23.724644,24.363214,23.583929,24.332857,594090000,20.925053
"188","AAPL",2012-09-28,24.241072,24.325357,23.8125,23.825001,535110800,20.488321
"189","AAPL",2012-10-01,23.969999,24.169643,23.446428,23.549643,543594800,20.251534
"190","AAPL",2012-10-02,23.63607,23.798214,23.237499,23.618214,627992400,20.310503
"191","AAPL",2012-10-03,23.745001,23.995001,23.665358,23.980356,424281200,20.621918
"192","AAPL",2012-10-04,23.973213,24.080357,23.769644,23.814285,370725600,20.479107
"193","AAPL",2012-10-05,23.757143,23.785713,23.26,23.306786,594006000,20.042679
"194","AAPL",2012-10-08,23.102858,23.127144,22.718214,22.791786,637994000,19.599812
"195","AAPL",2012-10-09,22.808929,22.874643,22.269644,22.708929,838597200,19.528561
"196","AAPL",2012-10-10,22.847857,23.035,22.75,22.889643,510356000,19.683958
"197","AAPL",2012-10-11,23.089287,23.114286,22.432142,22.432142,546081200,19.290527
"198","AAPL",2012-10-12,22.484285,22.692142,22.332144,22.489643,460014800,19.339983
"199","AAPL",2012-10-15,22.583929,22.683214,22.280357,22.67,432502000,19.495081
"200","AAPL",2012-10-16,22.691786,23.225,22.535713,23.206785,549771600,19.95669
"201","AAPL",2012-10-17,23.173929,23.313929,23,23.021786,389037600,19.797598
"202","AAPL",2012-10-18,22.842501,22.930714,22.5,22.594286,476624400,19.429968
"203","AAPL",2012-10-19,22.5375,22.563213,21.772142,21.780001,744086000,18.729731
"204","AAPL",2012-10-22,21.872143,22.692142,21.812857,22.643929,546730800,19.472664
"205","AAPL",2012-10-23,22.535713,22.639286,21.84643,21.905714,707145600,18.837831
"206","AAPL",2012-10-24,22.194286,22.376785,21.808571,22.029642,558527200,18.944401
"207","AAPL",2012-10-25,22.142857,22.214287,21.626785,21.769285,656325600,18.72051
"208","AAPL",2012-10-26,21.765356,21.928572,21.107143,21.571428,1018432800,18.550367
"209","AAPL",2012-10-31,21.245714,21.498571,20.989286,21.261429,510003200,18.283781
"210","AAPL",2012-11-01,21.365,21.535713,21.220358,21.305,361298000,18.321247
"211","AAPL",2012-11-02,21.281786,21.319643,20.526787,20.6,599373600,17.714983
"212","AAPL",2012-11-05,20.84,20.991785,20.628571,20.879286,529135600,17.955156
"213","AAPL",2012-11-06,21.079643,21.097857,20.717501,20.816071,374917200,17.900793
"214","AAPL",2012-11-07,20.494286,20.519285,19.848213,19.928572,793648800,17.215864
"215","AAPL",2012-11-08,20.022499,20.079643,19.1175,19.205357,1056146000,16.591093
"216","AAPL",2012-11-09,19.300714,19.817142,19.061428,19.537857,929913600,16.878332
"217","AAPL",2012-11-12,19.791071,19.803572,19.237499,19.386786,515802000,16.74782
"218","AAPL",2012-11-13,19.246786,19.66,19.155714,19.389286,532949200,16.74999
"219","AAPL",2012-11-14,19.482143,19.551786,19.149286,19.174286,477170400,16.564249
"220","AAPL",2012-11-15,19.1975,19.267857,18.665001,18.772142,789910800,16.21685
"221","AAPL",2012-11-16,18.757143,18.928572,18.0625,18.845715,1266893600,16.280407
"222","AAPL",2012-11-19,19.311071,20.267857,19.281429,20.204643,823317600,17.454351
"223","AAPL",2012-11-20,20.425358,20.426786,19.806429,20.032499,642754000,17.305637
"224","AAPL",2012-11-21,20.151787,20.263214,19.878571,20.060715,373002000,17.330019
"225","AAPL",2012-11-23,20.256071,20.428572,20.092857,20.410713,272826400,17.632376
"226","AAPL",2012-11-26,20.567858,21.071428,20.489643,21.054644,630579600,18.18865
"227","AAPL",2012-11-27,21.055357,21.08643,20.717857,20.885,533330000,18.042099
"228","AAPL",2012-11-28,20.616785,20.921429,20.437857,20.819286,520864400,17.985332
"229","AAPL",2012-11-29,21.079287,21.223213,20.901787,21.048571,514698800,18.183405
"230","AAPL",2012-11-30,20.956785,21.014286,20.809999,20.902857,391319600,18.057529
"231","AAPL",2012-12-03,21.201786,21.235357,20.910713,20.935356,364280000,18.085604
"232","AAPL",2012-12-04,20.77857,20.77857,20.433214,20.566071,557068400,17.766586
"233","AAPL",2012-12-05,20.318214,20.330357,19.241785,19.2425,1044638000,16.623178
"234","AAPL",2012-12-06,18.890715,19.76107,18.522499,19.544287,1177212400,16.883886
"235","AAPL",2012-12-07,19.764286,19.828571,18.928572,19.044643,787040800,16.452253
"236","AAPL",2012-12-10,18.75,19.2325,18.627857,18.922144,630484400,16.346432
"237","AAPL",2012-12-11,19.2775,19.627144,19.191786,19.335358,592345600,16.7034
"238","AAPL",2012-12-12,19.563213,19.571428,19.1525,19.25,487144000,16.62966
"239","AAPL",2012-12-13,18.969643,19.201429,18.77857,18.9175,625259600,16.342417
"240","AAPL",2012-12-14,18.383928,18.504642,18.056429,18.206785,1009579200,15.728446
"241","AAPL",2012-12-17,18.176071,18.571428,17.901072,18.529642,757607200,16.007357
"242","AAPL",2012-12-18,18.75,19.103571,18.580357,19.067858,625685200,16.472307
"243","AAPL",2012-12-19,18.981071,19.060715,18.767857,18.796785,449369200,16.23814
"244","AAPL",2012-12-20,18.928572,18.935715,18.531429,18.633215,481689600,16.096832
"245","AAPL",2012-12-21,18.3025,18.559643,18.222857,18.547501,596268400,16.022779
"246","AAPL",2012-12-24,18.583929,18.723213,18.525356,18.577499,175753200,16.048702
"247","AAPL",2012-12-26,18.535713,18.552143,18.254286,18.321428,302436400,15.827481
"248","AAPL",2012-12-27,18.340714,18.4375,18.023571,18.395,455120400,15.891038
"249","AAPL",2012-12-28,18.224644,18.374287,18.147142,18.199642,354278400,15.722282
"250","AAPL",2012-12-31,18.233213,19.121429,18.178572,19.006071,659492400,16.418926
"251","AAPL",2013-01-02,19.779285,19.821428,19.343929,19.608213,560518000,16.939108
"252","AAPL",2013-01-03,19.567142,19.631071,19.321428,19.360714,352965200,16.725302
"253","AAPL",2013-01-04,19.1775,19.236786,18.779642,18.821428,594333600,16.259426
"254","AAPL",2013-01-07,18.642857,18.90357,18.4,18.710714,484156400,16.16378
"255","AAPL",2013-01-08,18.900356,18.996071,18.616072,18.76107,458707200,16.207285
"256","AAPL",2013-01-09,18.660713,18.750357,18.428213,18.467857,407604400,15.953978
"257","AAPL",2013-01-10,18.876785,18.882856,18.411428,18.696787,601146000,16.151747
"258","AAPL",2013-01-11,18.607143,18.761429,18.536428,18.582144,350506800,16.05271
"259","AAPL",2013-01-14,17.952856,18.125,17.803928,17.919643,734207600,15.480391
"260","AAPL",2013-01-15,17.796429,17.821072,17.263571,17.354286,876772400,14.991996
"261","AAPL",2013-01-16,17.665714,18.194286,17.589287,18.074642,690804800,15.61429
"262","AAPL",2013-01-17,18.225357,18.241072,17.929644,17.952856,453678400,15.509089
"263","AAPL",2013-01-18,17.804285,17.936428,17.728571,17.857143,472922800,15.426396
"264","AAPL",2013-01-22,18.02,18.138571,17.736786,18.0275,461546400,15.573565
"265","AAPL",2013-01-23,18.171785,18.3925,18.0275,18.3575,861509600,15.858644
"266","AAPL",2013-01-24,16.428572,16.633215,16.080357,16.089287,1460852400,13.899183
"267","AAPL",2013-01-25,16.131786,16.293928,15.535714,15.71,1208026400,13.571527
"268","AAPL",2013-01-28,15.636786,16.186071,15.566429,16.065357,785517600,13.878514
"269","AAPL",2013-01-29,16.375,16.435715,16.147142,16.366785,571158000,14.138908
"270","AAPL",2013-01-30,16.321428,16.521429,16.232143,16.315357,417155200,14.094485
"271","AAPL",2013-01-31,16.320715,16.402857,16.249287,16.2675,319334400,14.053141
"272","AAPL",2013-02-01,16.396786,16.41,16.012501,16.200714,539484400,13.995446
"273","AAPL",2013-02-04,16.211071,16.283571,15.785714,15.797143,477117200,13.646811
"274","AAPL",2013-02-05,15.858929,16.419287,15.793571,16.351429,573347600,14.125645
"275","AAPL",2013-02-06,16.3025,16.660713,16.16357,16.333929,593706400,14.110523
"276","AAPL",2013-02-07,16.544643,16.785713,16.218571,16.722143,704580800,14.530089
"277","AAPL",2013-02-08,16.928572,17.100357,16.723213,16.963572,633158400,14.739872
"278","AAPL",2013-02-11,17.017857,17.319286,16.901787,17.140356,517490400,14.893477
"279","AAPL",2013-02-12,17.125357,17.227858,16.705,16.710714,609053200,14.520153
"280","AAPL",2013-02-13,16.686071,16.915714,16.543571,16.678928,475207600,14.492539
"281","AAPL",2013-02-14,16.59,16.844286,16.572144,16.663929,355275200,14.479505
"282","AAPL",2013-02-15,16.744642,16.79143,16.425714,16.434286,391745200,14.279972
"283","AAPL",2013-02-19,16.467857,16.526072,16.208929,16.428213,435783600,14.27469
"284","AAPL",2013-02-20,16.346071,16.346071,16.02857,16.030357,476302400,13.928988
"285","AAPL",2013-02-21,15.928571,16.041786,15.815,15.930714,447182400,13.842404
"286","AAPL",2013-02-22,16.044643,16.128571,15.95,16.100357,330654800,13.989808
"287","AAPL",2013-02-25,16.208929,16.254286,15.806071,15.814286,372579200,13.741239
"288","AAPL",2013-02-26,15.850714,16.126429,15.630714,16.034643,501499600,13.93271
"289","AAPL",2013-02-27,16.015356,16.158571,15.7375,15.8775,587350400,13.796167
"290","AAPL",2013-02-28,15.858929,15.995357,15.764286,15.764286,322515200,13.697794
"291","AAPL",2013-03-01,15.642857,15.649286,15.356429,15.373929,552448400,13.358607
"292","AAPL",2013-03-04,15.278571,15.292857,14.964286,15.001786,582755600,13.035247
"293","AAPL",2013-03-05,15.052857,15.5425,15.026786,15.397857,638433600,13.3794
"294","AAPL",2013-03-06,15.518214,15.544643,15.158214,15.202143,460250000,13.20934
"295","AAPL",2013-03-07,15.160714,15.428929,15.037857,15.377857,468473600,13.362021
"296","AAPL",2013-03-08,15.35,15.551071,15.3075,15.418571,391482000,13.397399
"297","AAPL",2013-03-11,15.348214,15.678929,15.183571,15.638214,474236000,13.588248
"298","AAPL",2013-03-12,15.557143,15.674286,15.270357,15.301071,465911600,13.295301
"299","AAPL",2013-03-13,15.301786,15.517857,15.191429,15.298214,405549200,13.292818
"300","AAPL",2013-03-14,15.458214,15.522857,15.373214,15.446429,303875600,13.421603
"301","AAPL",2013-03-15,15.640357,15.865357,15.616071,15.845,643960800,13.767929
"302","AAPL",2013-03-18,15.766071,16.337856,15.757143,16.275715,606197200,14.142181
"303","AAPL",2013-03-19,16.410713,16.463215,16.017857,16.231787,526775200,14.104012
"304","AAPL",2013-03-20,16.33643,16.343929,16.056786,16.145714,308660800,14.02922
"305","AAPL",2013-03-21,16.079287,16.356428,16.075001,16.168928,383255600,14.049393
"306","AAPL",2013-03-22,16.235001,16.503571,16.182501,16.496786,395105200,14.334273
"307","AAPL",2013-03-25,16.596071,16.78393,16.492144,16.556429,501135600,14.386096
"308","AAPL",2013-03-26,16.622856,16.637142,16.4475,16.469286,294294000,14.310377
"309","AAPL",2013-03-27,16.302143,16.314285,16.0975,16.145714,331237200,14.02922
"310","AAPL",2013-03-28,16.065001,16.136429,15.772143,15.809286,442839600,13.736896
"311","AAPL",2013-04-01,15.782143,15.846429,15.276429,15.318214,389732000,13.310198
"312","AAPL",2013-04-02,15.271429,15.647857,15.228571,15.349643,529519200,13.337505
"313","AAPL",2013-04-03,15.406071,15.617143,15.368214,15.428214,363216000,13.405775
"314","AAPL",2013-04-04,15.491429,15.535714,15.1875,15.275714,358447600,13.273271
"315","AAPL",2013-04-05,15.160714,15.176786,14.988571,15.114286,383695200,13.132999
"316","AAPL",2013-04-08,15.173214,15.267857,15.088929,15.221786,300829200,13.226409
"317","AAPL",2013-04-09,15.227143,15.303571,15.098214,15.249286,306614000,13.250305
"318","AAPL",2013-04-10,15.289286,15.609286,15.214643,15.560357,375928000,13.520597
